Org8Codefy,LEANumCode,Org8Code,DistName,fy,eqv,income,cey,townfoundbudget,targetlocacont,mrgf,rlc,townenro,percenttargetcontributionofwealth
005800002016,58,00580000,Cheshire,2016,"297,594,300.00","82,973,000.00","2,371,976.00","4,709,818.96","2,371,976.00",3.46%,"2,203,362.00",428,100%
005800002017,58,00580000,Cheshire,2017,"297,594,300.00","82,551,000.00","2,341,963.00","4,656,876.00","2,341,963.00",3.59%,"2,282,463.00",413,100%
005800002018,58,00580000,Cheshire,2018,"311,065,100.00","85,235,000.00","2,318,573.00","4,899,262.82","2,318,573.00",3.83%,"2,326,269.00",427,100%
005800002019,58,00580000,Cheshire,2019,"311,065,100.00","87,587,000.00","2,396,476.00","5,045,853.00","2,396,476.00",3.91%,"2,396,476.00",423,100%
005800002020,58,00580000,Cheshire,2020,"308,072,500.00","92,867,000.00","2,455,886.00","5,032,905.24","2,455,886.00",2.84%,"2,455,886.00",397,100%
005800002021,58,00580000,Cheshire,2021,"308,072,500.00","96,183,000.00","2,495,473.00","5,236,208.41","2,495,473.00",3.46%,"2,495,473.00",404,100%
005800002022,58,00580000,Cheshire,2022,"327,182,900.00","98,301,000.00","2,483,908.00","4,943,335.11","2,483,908.00",2.49%,"2,483,908.00",363,100%
005800002023,58,00580000,Cheshire,2023,"327,182,900.00","100,720,000.00","2,720,776.00","5,129,689.96","2,720,776.00",3.01%,"2,583,513.00",348,100%
005800002024,58,00580000,Cheshire,2024,"380,218,700.00","104,289,000.00","2,942,557.00","5,492,856.35","2,942,557.00",6.21%,"2,769,784.00",341.92,100%
005800002025,58,00580000,Cheshire,2025,"380,218,700.00","116,368,000.00","3,150,432.00","5,704,907.38","3,150,432.00",2.45%,"2,865,342.00",344,100%
005800002026,58,00580000,Cheshire,2026,"447,945,500.00","121,563,000.00","3,361,092.00","6,032,211.82","3,361,092.00",3.73%,"3,000,872.00",346,100%
005900002007,59,00590000,Chester,2007,"85,037,300.00","31,318,000.00","798,352.00","1,915,528.60","798,352.00",8.04%,"878,579.00",235,100%
005900002008,59,00590000,Chester,2008,"106,812,800.00","28,835,000.00","769,288.00","2,076,836.00","769,288.00",5.84%,"889,738.00",240,100%
005900002009,59,00590000,Chester,2009,"106,812,800.00","29,398,000.00","789,266.00","2,068,349.45","789,266.00",7.72%,"902,603.00",227,100%
005900002010,59,00590000,Chester,2010,"125,505,300.00","29,230,000.00","809,433.00","2,140,545.95","809,433.00",1.63%,"901,133.00",228,100%
005900002011,59,00590000,Chester,2011,"125,505,300.00","29,158,000.00","769,964.00","2,039,863.11","769,964.00",4.94%,"892,944.00",219,100%
005900002012,59,00590000,Chester,2012,"133,637,100.00","28,106,000.00","832,161.00","1,914,990.26","832,161.00",3.74%,"907,504.00",201,100%
005900002013,59,00590000,Chester,2013,"133,637,100.00","26,021,000.00","850,049.00","2,033,700.67","850,049.00",3.50%,"925,884.00",204,100%
005900002014,59,00590000,Chester,2014,"124,425,600.00","26,427,000.00","850,679.00","1,962,450.57","850,679.00",4.08%,"946,713.00",194,100%
005900002015,59,00590000,Chester,2015,"124,425,600.00","26,950,000.00","858,280.00","1,847,139.00","858,280.00",4.08%,"921,810.00",181,100%
005900002016,59,00590000,Chester,2016,"122,891,100.00","28,836,000.00","898,470.00","1,971,672.86","898,470.00",4.26%,"929,775.00",189,100%
005900002017,59,00590000,Chester,2017,"122,891,100.00","28,752,000.00","888,648.00","1,779,094.20","888,648.00",4.29%,"900,800.00",171,100%
005900002018,59,00590000,Chester,2018,"122,249,300.00","29,542,000.00","854,846.00","1,671,081.44","854,846.00",3.87%,"866,968.00",158,100%
005900002019,59,00590000,Chester,2019,"122,249,300.00","30,034,000.00","879,049.00","1,721,950.00","879,049.00",3.42%,"879,049.00",158,100%
005900002020,59,00590000,Chester,2020,"125,043,400.00","30,751,000.00","892,810.00","1,735,296.61","892,810.00",3.35%,"892,810.00",150,100%
005900002021,59,00590000,Chester,2021,"125,043,400.00","32,139,000.00","913,983.00","1,767,396.93","913,983.00",3.32%,"913,983.00",147,100%
005900002022,59,00590000,Chester,2022,"129,904,800.00","32,818,000.00","898,017.00","1,876,564.17","898,017.00",3.39%,"898,017.00",151,100%
005900002023,59,00590000,Chester,2023,"129,904,800.00","31,514,000.00","951,071.00","1,778,962.62","951,071.00",2.89%,"923,970.00",130,100%
005900002024,59,00590000,Chester,2024,"150,115,400.00","35,523,000.00","1,075,115.00","1,989,919.10","1,075,115.00",3.49%,"965,457.00",134.44,100%
005900002025,59,00590000,Chester,2025,"150,115,400.00","37,246,000.00","1,119,353.00","1,985,247.32","1,119,353.00",3.04%,"1,004,462.00",126,100%
005900002026,59,00590000,Chester,2026,"176,805,800.00","37,087,000.00","1,155,601.00","2,134,589.37","1,155,601.00",3.64%,"1,051,069.00",133,100%
006000002007,60,00600000,Chesterfield,2007,"97,489,700.00","19,308,000.00","644,641.00","1,524,323.85","644,641.00",7.23%,"812,906.00",191,100%
006000002008,60,00600000,Chesterfield,2008,"136,454,700.00","18,961,000.00","700,716.00","1,520,117.00","700,716.00",5.92%,"820,952.00",181,100%
006000002009,60,00600000,Chesterfield,2009,"136,454,700.00","21,060,000.00","751,603.00","1,599,608.43","751,603.00",3.50%,"817,318.00",179,100%
006000002010,60,00600000,Chesterfield,2010,"162,147,900.00","22,251,000.00","813,411.00","1,693,006.25","813,411.00",3.45%,"840,699.00",188,100%
006000002011,60,00600000,Chesterfield,2011,"162,147,900.00","23,959,000.00","807,160.00","1,614,832.68","807,160.00",4.49%,"857,060.00",181,100%
006000002012,60,00600000,Chesterfield,2012,"159,127,800.00","23,128,000.00","839,517.00","1,575,817.26","839,517.00",2.61%,"871,447.00",172,100%
006000002013,60,00600000,Chesterfield,2013,"159,127,800.00","21,041,000.00","851,866.00","1,612,807.14","851,866.00",5.05%,"905,917.00",167,100%
006000002014,60,00600000,Chesterfield,2014,"163,119,700.00","19,893,000.00","887,436.00","1,591,295.59","887,436.00",4.31%,"936,333.00",162,100%
006000002015,60,00600000,Chesterfield,2015,"163,119,700.00","22,129,000.00","925,663.00","1,603,234.00","925,663.00",4.29%,"951,083.00",165,100%
006000002016,60,00600000,Chesterfield,2016,"151,017,800.00","22,931,000.00","917,409.00","1,680,997.62","917,409.00",3.87%,"952,649.00",164,100%
006000002017,60,00600000,Chesterfield,2017,"151,017,800.00","23,596,000.00","919,500.00","1,570,788.24","919,500.00",3.11%,"928,916.00",149,100%
006000002018,60,00600000,Chesterfield,2018,"157,173,400.00","24,785,000.00","911,035.00","1,514,142.60","911,035.00",3.64%,"918,789.00",143,100%
006000002019,60,00600000,Chesterfield,2019,"157,173,400.00","27,253,000.00","967,646.00","1,480,788.00","967,646.00",3.65%,"952,325.00",135,100%
006000002020,60,00600000,Chesterfield,2020,"157,870,800.00","27,973,000.00","964,639.00","1,466,491.01","964,639.00",3.18%,"964,639.00",129,100%
006000002021,60,00600000,Chesterfield,2021,"157,870,800.00","26,806,000.00","956,565.00","1,328,991.62","956,565.00",3.57%,"956,565.00",113,100%
006000002022,60,00600000,Chesterfield,2022,"165,075,500.00","27,782,000.00","943,484.00","1,203,665.07","943,484.00",3.73%,"943,484.00",98,100%
006000002023,60,00600000,Chesterfield,2023,"165,075,500.00","37,028,000.00","1,162,565.00","1,381,496.65","1,139,735.00",3.59%,"996,225.00",103,98%
006000002024,60,00600000,Chesterfield,2024,"190,606,900.00","26,625,000.00","1,081,798.00","1,417,826.79","1,081,798.00",3.70%,"1,043,047.00",99.05,100%
006000002025,60,00600000,Chesterfield,2025,"190,606,900.00","29,463,000.00","1,166,107.00","1,426,432.43","1,166,107.00",3.78%,"1,092,904.00",98,100%
006000002026,60,00600000,Chesterfield,2026,"257,669,000.00","27,696,000.00","1,270,397.00","1,472,940.80","1,215,176.00",3.64%,"1,143,615.00",97,96%
006100002007,61,00610000,Chicopee,2007,"2,671,988,900.00","855,304,000.00","22,985,879.00","66,358,804.09","22,985,879.00",7.15%,"26,441,283.00","7,395.00",100%
006100002008,61,00610000,Chicopee,2008,"3,211,970,500.00","880,605,000.00","23,346,401.00","70,099,506.00","23,346,401.00",3.32%,"26,325,951.00","7,503.00",100%
006100002009,61,00610000,Chicopee,2009,"3,211,970,500.00","919,319,000.00","24,283,180.00","74,549,552.00","24,283,180.00",4.63%,"26,468,494.00","7,528.00",100%
006100002010,61,00610000,Chicopee,2010,"3,887,730,100.00","976,224,000.00","26,133,562.00","76,114,569.04","26,133,562.00",-1.29%,"26,127,050.00","7,538.00",100%
006100002011,61,00610000,Chicopee,2011,"3,887,730,100.00","995,258,000.00","25,110,158.00","78,296,359.98","25,110,158.00",1.57%,"26,109,119.00","7,623.00",100%
006100002012,61,00610000,Chicopee,2012,"3,851,516,800.00","1,003,295,000.00","26,812,992.00","80,257,160.10","26,812,992.00",1.99%,"26,628,690.00","7,727.00",100%
006100002013,61,00610000,Chicopee,2013,"3,851,516,800.00","964,004,000.00","27,950,509.00","83,403,437.56","27,950,509.00",2.83%,"27,382,282.00","7,750.00",100%
006100002014,61,00610000,Chicopee,2014,"3,735,241,100.00","987,299,000.00","28,532,254.00","85,269,685.21","28,532,254.00",3.79%,"28,420,070.00","7,704.00",100%
006100002015,61,00610000,Chicopee,2015,"3,735,241,100.00","999,485,000.00","28,643,778.00","86,339,875.00","28,643,778.00",3.92%,"29,088,958.00","7,757.00",100%
006100002016,61,00610000,Chicopee,2016,"3,824,974,200.00","1,021,325,000.00","29,813,236.00","89,726,607.38","29,813,236.00",5.25%,"30,214,682.00","7,852.00",100%
006100002017,61,00610000,Chicopee,2017,"3,824,974,200.00","1,038,808,000.00","29,774,581.00","89,575,524.35","29,774,581.00",3.88%,"30,016,446.00","7,724.00",100%
006100002018,61,00610000,Chicopee,2018,"3,898,874,600.00","1,071,122,000.00","29,100,647.00","91,782,958.02","29,100,647.00",4.05%,"29,420,367.00","7,758.00",100%
006100002019,61,00610000,Chicopee,2019,"3,898,874,600.00","1,099,663,000.00","30,063,802.00","93,898,618.00","30,063,802.00",3.56%,"30,063,802.00","7,702.00",100%
006100002020,61,00610000,Chicopee,2020,"3,998,413,400.00","1,114,483,000.00","30,513,907.00","99,336,604.58","30,513,907.00",3.38%,"30,513,907.00","7,666.00",100%
006100002021,61,00610000,Chicopee,2021,"3,998,413,400.00","1,144,719,000.00","30,903,112.00","99,981,143.99","30,903,112.00",3.95%,"30,903,112.00","7,571.00",100%
006100002022,61,00610000,Chicopee,2022,"4,282,298,400.00","1,201,917,000.00","31,307,943.00","103,803,922.04","31,307,943.00",2.97%,"31,307,943.00","7,269.00",100%
006100002023,61,00610000,Chicopee,2023,"4,282,298,400.00","1,217,103,000.00","34,068,746.00","112,893,440.48","34,068,746.00",2.56%,"32,109,426.00","7,202.00",100%
006100002024,61,00610000,Chicopee,2024,"4,667,842,700.00","1,322,114,000.00","36,765,603.00","122,693,363.20","36,765,603.00",5.47%,"33,865,812.00","7,166.00",100%
006100002025,61,00610000,Chicopee,2025,"4,667,842,700.00","1,348,503,000.00","37,530,405.00","129,158,251.12","37,530,405.00",3.74%,"35,132,393.00","7,202.00",100%
006100002026,61,00610000,Chicopee,2026,"5,821,733,400.00","1,368,559,000.00","40,364,644.00","136,705,068.66","40,364,644.00",2.79%,"36,463,911.00","7,198.00",100%
006200002007,62,00620000,Chilmark,2007,"2,710,295,100.00","44,369,000.00","9,892,261.00","741,328.00","611,596.00",3.70%,"986,126.00",96,6%
006200002008,62,00620000,Chilmark,2008,"2,908,274,200.00","50,015,000.00","9,347,210.00","775,083.00","639,443.00",3.86%,"928,003.00",94,7%
006200002009,62,00620000,Chilmark,2009,"2,908,274,200.00","46,811,000.00","9,762,937.00","871,470.00","718,963.00",3.63%,"881,590.00",103,7%
006200002010,62,00620000,Chilmark,2010,"3,166,248,400.00","64,149,000.00","10,336,605.00","881,660.53","727,370.00",3.83%,"887,157.00",100,7%
006200002011,62,00620000,Chilmark,2011,"3,166,248,400.00","59,877,000.00","10,179,659.00","882,967.74","728,448.00",4.25%,"865,937.00",103,7%
006200002012,62,00620000,Chilmark,2012,"3,289,734,400.00","51,601,000.00","11,110,867.00","919,636.00","758,700.00",4.01%,"872,269.00",106,7%
006200002013,62,00620000,Chilmark,2013,"3,289,734,400.00","34,444,000.00","11,152,693.00","1,022,119.00","843,248.00",3.51%,"893,940.00",110,8%
006200002014,62,00620000,Chilmark,2014,"3,261,762,600.00","49,180,000.00","12,362,542.00","970,171.00","800,391.00",3.50%,"906,502.00",104,6%
006200002015,62,00620000,Chilmark,2015,"3,261,762,600.00","42,855,000.00","12,469,773.00","1,138,781.00","939,494.00",4.09%,"941,536.00",119,8%
006200002016,62,00620000,Chilmark,2016,"3,238,385,900.00","52,411,000.00","13,113,690.00","1,090,783.00","899,896.00",4.11%,"940,065.00",110,7%
006200002017,62,00620000,Chilmark,2017,"3,238,385,900.00","42,905,000.00","12,909,873.00","1,057,483.00","872,423.00",4.14%,"888,407.00",104,7%
006200002018,62,00620000,Chilmark,2018,"3,324,185,000.00","62,668,000.00","12,692,380.00","1,198,148.09","988,472.00",4.30%,"935,493.00",113,8%
006200002019,62,00620000,Chilmark,2019,"3,324,185,000.00","62,433,000.00","13,112,905.00","1,179,725.00","973,273.00",3.96%,"972,539.00",109,7%
006200002020,62,00620000,Chilmark,2020,"3,358,805,700.00","49,205,000.00","12,344,659.00","1,335,526.70","1,101,810.00",4.74%,"1,101,810.00",115,9%
006200002021,62,00620000,Chilmark,2021,"3,358,805,700.00","64,047,000.00","13,095,469.00","1,399,308.55","1,154,430.00",4.27%,"1,154,430.00",114,9%
006200002022,62,00620000,Chilmark,2022,"3,657,005,200.00","69,962,000.00","13,155,976.00","1,487,474.46","1,227,166.00",5.52%,"1,227,166.00",117,9%
006200002023,62,00620000,Chilmark,2023,"3,657,005,200.00","84,756,000.00","14,544,040.00","1,494,558.27","1,233,011.00",5.94%,"1,233,011.00",110,8%
006200002024,62,00620000,Chilmark,2024,"3,878,126,000.00","130,673,000.00","15,708,746.00","1,598,151.74","1,318,475.00",5.44%,"1,318,475.00",107.3,8%
006200002025,62,00620000,Chilmark,2025,"3,878,126,000.00","128,312,000.00","16,982,829.00","1,415,658.18","1,167,918.00",5.44%,"1,167,918.00",96,7%
006200002026,62,00620000,Chilmark,2026,"5,885,307,500.00","117,619,000.00","20,931,827.00","1,614,994.76","1,332,371.00",4.05%,"1,332,371.00",104,6%
006300002007,63,00630000,Clarksburg,2007,"84,837,300.00","25,137,000.00","696,887.00","2,474,766.02","696,887.00",7.35%,"667,777.00",296,100%
006300002008,63,00630000,Clarksburg,2008,"104,791,800.00","26,750,000.00","730,443.00","2,767,578.00","730,443.00",3.31%,"689,880.00",315,100%
006300002009,63,00630000,Clarksburg,2009,"104,791,800.00","27,886,000.00","759,460.00","2,818,656.20","759,460.00",2.11%,"704,436.00",308,100%
006300002010,63,00630000,Clarksburg,2010,"124,506,500.00","30,078,000.00","819,176.00","3,035,756.06","819,176.00",-4.24%,"674,568.00",316,100%
006300002011,63,00630000,Clarksburg,2011,"124,506,500.00","31,415,000.00","797,890.00","2,815,628.14","797,890.00",1.66%,"685,766.00",295,100%
006300002012,63,00630000,Clarksburg,2012,"126,533,300.00","31,996,000.00","866,753.00","2,745,568.05","866,753.00",2.01%,"706,408.00",284,100%
006300002013,63,00630000,Clarksburg,2013,"126,533,300.00","30,654,000.00","901,867.00","2,738,813.87","901,867.00",3.99%,"741,658.00",268,100%
006300002014,63,00630000,Clarksburg,2014,"122,266,900.00","30,744,000.00","909,658.00","2,658,641.69","909,658.00",3.09%,"771,992.00",253,100%
006300002015,63,00630000,Clarksburg,2015,"122,266,900.00","31,796,000.00","923,695.00","2,576,598.00","923,695.00",3.14%,"803,953.00",244,100%
006300002016,63,00630000,Clarksburg,2016,"124,331,300.00","32,380,000.00","956,866.00","2,548,883.85","956,866.00",3.81%,"842,624.00",230,100%
006300002017,63,00630000,Clarksburg,2017,"124,331,300.00","33,243,000.00","960,130.00","2,544,145.58","960,130.00",2.69%,"873,717.00",223,100%
006300002018,63,00630000,Clarksburg,2018,"114,006,000.00","34,839,000.00","901,057.00","2,601,883.01","901,057.00",2.65%,"896,871.00",226,100%
006300002019,63,00630000,Clarksburg,2019,"114,006,000.00","35,655,000.00","929,159.00","2,704,054.00","929,159.00",4.15%,"929,159.00",233,100%
006300002020,63,00630000,Clarksburg,2020,"128,418,100.00","38,787,000.00","1,024,859.00","2,866,048.19","1,024,859.00",2.79%,"955,083.00",228,100%
006300002021,63,00630000,Clarksburg,2021,"128,418,100.00","39,862,000.00","1,036,908.00","2,899,516.21","1,036,908.00",3.47%,"988,224.00",221,100%
006300002022,63,00630000,Clarksburg,2022,"133,566,700.00","41,976,000.00","1,040,228.00","2,954,866.65","1,040,228.00",2.85%,"1,016,388.00",224,100%
006300002023,63,00630000,Clarksburg,2023,"133,566,700.00","42,428,000.00","1,130,688.00","3,526,096.81","1,130,688.00",2.93%,"1,046,168.00",244,100%
006300002024,63,00630000,Clarksburg,2024,"149,674,900.00","45,309,000.00","1,223,587.00","3,537,777.00","1,223,587.00",3.03%,"1,088,329.00",225,100%
006300002025,63,00630000,Clarksburg,2025,"149,674,900.00","48,425,000.00","1,277,625.00","4,029,768.91","1,277,625.00",2.38%,"1,125,114.00",256,100%
006300002026,63,00630000,Clarksburg,2026,"161,712,900.00","50,213,000.00","1,312,727.00","4,387,414.10","1,312,727.00",2.25%,"1,161,680.00",262,100%
006400002007,64,00640000,Clinton,2007,"927,026,600.00","270,951,000.00","7,554,239.00","17,332,015.64","7,554,239.00",7.67%,"7,423,486.00","2,076.00",100%
006400002008,64,00640000,Clinton,2008,"1,263,960,900.00","280,397,000.00","8,143,662.00","18,272,408.00","8,143,662.00",5.31%,"7,817,673.00","2,034.00",100%
006400002009,64,00640000,Clinton,2009,"1,263,960,900.00","295,481,000.00","8,524,366.00","19,345,443.02","8,524,366.00",4.03%,"8,132,725.00","2,051.00",100%
006400002010,64,00640000,Clinton,2010,"1,404,393,100.00","308,167,000.00","8,774,199.00","19,828,374.57","8,774,199.00",-1.16%,"8,774,199.00","2,018.00",100%
006400002011,64,00640000,Clinton,2011,"1,404,393,100.00","326,064,000.00","8,612,933.00","19,382,689.43","8,612,933.00",1.97%,"8,846,816.00","2,011.00",100%
006400002012,64,00640000,Clinton,2012,"1,271,266,400.00","333,806,000.00","8,888,928.00","19,545,739.00","8,888,928.00",2.73%,"9,048,453.00","1,982.00",100%
006400002013,64,00640000,Clinton,2013,"1,271,266,400.00","316,162,000.00","9,192,933.00","20,163,527.15","9,192,933.00",3.56%,"9,343,931.00","1,976.00",100%
006400002014,64,00640000,Clinton,2014,"1,177,423,800.00","333,539,000.00","9,338,622.00","20,693,064.01","9,338,622.00",3.80%,"9,644,943.00","1,985.00",100%
006400002015,64,00640000,Clinton,2015,"1,177,423,800.00","339,546,000.00","9,399,197.00","20,886,486.00","9,399,197.00",3.17%,"9,674,943.00","1,991.00",100%
006400002016,64,00640000,Clinton,2016,"1,076,951,500.00","358,114,000.00","9,447,493.00","21,129,205.02","9,447,493.00",4.94%,"9,800,189.00","1,979.00",100%
006400002017,64,00640000,Clinton,2017,"1,076,951,500.00","373,971,000.00","9,581,178.00","21,580,495.63","9,581,178.00",3.21%,"9,661,218.00","2,029.00",100%
006400002018,64,00640000,Clinton,2018,"1,197,036,900.00","384,120,000.00","9,721,894.00","21,918,110.25","9,721,894.00",3.98%,"9,770,470.00","2,026.00",100%
006400002019,64,00640000,Clinton,2019,"1,197,036,900.00","410,062,000.00","10,266,561.00","22,676,410.00","10,266,561.00",5.97%,"10,266,561.00","2,016.00",100%
006400002020,64,00640000,Clinton,2020,"1,385,425,600.00","418,699,000.00","11,060,323.00","24,086,138.20","11,060,323.00",3.93%,"10,670,037.00","2,022.00",100%
006400002021,64,00640000,Clinton,2021,"1,385,425,600.00","446,983,000.00","11,429,305.00","25,739,349.56","11,429,305.00",6.58%,"11,372,125.00","2,086.00",100%
006400002022,64,00640000,Clinton,2022,"1,653,168,200.00","456,680,000.00","11,982,452.00","26,864,608.99","11,982,452.00",4.87%,"11,925,947.00","2,050.00",100%
006400002023,64,00640000,Clinton,2023,"1,653,168,200.00","473,675,000.00","13,210,299.00","29,918,746.00","13,210,299.00",5.05%,"12,528,207.00","2,064.00",100%
006400002024,64,00640000,Clinton,2024,"1,853,848,200.00","513,914,000.00","14,430,362.00","32,534,279.41","14,430,362.00",4.50%,"13,217,258.00","2,062.00",100%
